gene,chromosome,mean_expr,std_expr,corr_cis,pval_cis,corr_trans,pval_trans,cis_minus_trans,cnv_source,corr_with_cnv,pval,pval_adj,dosage_sensitive,dosage_compensated,strong_cis_effect
HLA-DRB1,chr6,2.2442577,1.4685456,0.6679987282794092,0.0,-0.44681084546821015,0.0,1.1148095737476194,chromosome-specific,0.6679987282794092,0.0,0.0,True,False,True
HLA-DPA1,chr6,1.9376317,1.365989,0.6654830572036546,0.0,-0.4640162421253033,0.0,1.1294992993289579,chromosome-specific,0.6654830572036546,0.0,0.0,True,False,True
HLA-DRA,chr6,2.8904305,1.6793406,0.6654365569212468,0.0,-0.4369462147350456,0.0,1.1023827716562924,chromosome-specific,0.6654365569212468,0.0,0.0,True,False,True
HLA-DQB1,chr6,1.4934062,1.30397,0.6630632771266165,0.0,-0.41255138338034636,0.0,1.0756146605069627,chromosome-specific,0.6630632771266165,0.0,0.0,True,False,True
HLA-DPB1,chr6,2.138456,1.3433,0.660656703699856,0.0,-0.44626712462373586,0.0,1.1069238283235918,chromosome-specific,0.660656703699856,0.0,0.0,True,False,True
HLA-DQA1,chr6,1.378328,1.2757227,0.6602254196850359,0.0,-0.4723813618584873,0.0,1.1326067815435232,chromosome-specific,0.6602254196850359,0.0,0.0,True,False,True
HLA-DRB5,chr6,1.0006179,1.026652,0.6379067690236501,0.0,-0.30913479635784386,1.9735356227340143e-216,0.9470415653814939,chromosome-specific,0.6379067690236501,0.0,0.0,True,False,True
MET,chr7,0.1018735,0.41589543,0.61017609791781,0.0,0.7054431308878504,0.0,-0.09526703297004036,chromosome-specific,0.61017609791781,0.0,0.0,True,False,False
HLA-DMA,chr6,1.2408639,1.0874908,0.6032720477558318,0.0,-0.37108378072353476,3.21763e-318,0.9743558284793665,chromosome-specific,0.6032720477558318,0.0,0.0,True,False,True
PLS3,chrX,0.10758855,0.415521,0.5857834061974315,0.0,0.5857834061974315,0.0,0.0,global,0.5857834061974315,0.0,0.0,True,False,False
IGFBP3,chr7,0.10963351,0.47264385,0.5455335199550448,0.0,0.637965534980239,0.0,-0.09243201502519416,chromosome-specific,0.5455335199550448,0.0,0.0,True,False,False
AIF1,chr6,1.0501323,1.1764768,0.5367118777167142,0.0,-0.5102943338685306,0.0,1.047006211585245,chromosome-specific,0.5367118777167142,0.0,0.0,True,False,True
CLDN4,chr7,0.17428456,0.55407345,0.5338516025384112,0.0,0.6425069096296964,0.0,-0.10865530709128512,chromosome-specific,0.5338516025384112,0.0,0.0,True,False,False
CLDN3,chr7,0.10145582,0.4060485,0.5221879108481482,0.0,0.5978063243091062,0.0,-0.07561841346095799,chromosome-specific,0.5221879108481482,0.0,0.0,True,False,False
S100A6,chr1,3.402495,0.9964132,0.49718957283731224,0.0,0.07590963876885395,5.0021479137902867e-14,0.4212799340684583,chromosome-specific,0.49718957283731224,0.0,0.0,True,False,True
LST1,chr6,0.97956866,1.1096617,0.4969854958933616,0.0,-0.5025301176244696,0.0,0.9995156135178312,chromosome-specific,0.4969854958933616,0.0,0.0,True,False,True
PON2,chr7,0.19144998,0.501824,0.47208955855649565,0.0,0.5150744311946652,0.0,-0.04298487263816958,chromosome-specific,0.47208955855649565,0.0,0.0,True,False,False
S100A10,chr1,2.4964473,1.2512723,0.4622928302402406,0.0,-0.17000801576104224,1.4227632934972186e-64,0.6323008460012829,chromosome-specific,0.4622928302402406,0.0,0.0,True,False,True
SLC6A14,chrX,0.034976225,0.20482315,0.46046373046741534,0.0,0.46046373046741534,0.0,0.0,global,0.46046373046741534,0.0,0.0,True,False,False
FAM3C,chr7,0.26288742,0.58541673,0.4326113941454486,0.0,0.4500999199045423,0.0,-0.01748852575909371,chromosome-specific,0.4326113941454486,0.0,0.0,True,False,False
BAIAP2L1,chr7,0.028411642,0.16959238,0.43166215126267926,0.0,0.4708611689098554,0.0,-0.03919901764717615,chromosome-specific,0.43166215126267926,0.0,0.0,True,False,False
CAV2,chr7,0.083051465,0.35950464,0.4315547996749738,0.0,0.4446358407224704,0.0,-0.013081041047496633,chromosome-specific,0.4315547996749738,0.0,0.0,True,False,False
FAM133A,chrX,0.0143917715,0.11096498,0.42735984779658365,0.0,0.42735984779658365,0.0,0.0,global,0.42735984779658365,0.0,0.0,True,False,False
S100A11,chr1,2.494044,1.3626587,0.42580239447923873,0.0,-0.33587904129695856,1.6132847373828997e-257,0.7616814357761973,chromosome-specific,0.42580239447923873,0.0,0.0,True,False,True
TREM2,chr6,0.4918618,0.7812493,0.418113548873388,0.0,-0.39020198856209837,0.0,0.8083155374354863,chromosome-specific,0.418113548873388,0.0,0.0,True,False,True
CCL4,chr17,1.1513608,1.531849,0.41466963201248463,0.0,0.019827456799761136,0.04945326946521811,0.3948421752127235,chromosome-specific,0.41466963201248463,0.0,0.0,True,False,True
S100A13,chr1,0.6219005,0.83665377,0.4118592522577661,0.0,0.13682391468414137,3.030184229342072e-42,0.27503533757362475,chromosome-specific,0.4118592522577661,0.0,0.0,True,False,True
TREM1,chr6,0.6309503,0.8371265,0.4083689877332953,0.0,-0.2162347703756906,3.090615136479192e-104,0.6246037581089858,chromosome-specific,0.4083689877332953,0.0,0.0,True,False,True
LY86,chr6,0.32506916,0.5690634,0.40579479218461434,0.0,-0.3582867109741333,2.974476641865501e-295,0.7640815031587476,chromosome-specific,0.40579479218461434,0.0,0.0,True,False,True
CXCR4,chr2,1.2220844,1.4759133,0.3967828748876807,0.0,0.10495953831104164,1.8469537182262631e-25,0.29182333657663906,chromosome-specific,0.3967828748876807,0.0,0.0,True,False,True
CCL5,chr17,1.2337993,1.6836308,0.3904989527534598,0.0,0.1538489447497121,4.500025881838922e-53,0.2366500080037477,chromosome-specific,0.3904989527534598,0.0,0.0,True,False,True
STEAP4,chr7,0.056607865,0.27956027,0.38250849651408336,0.0,0.4509824409318761,0.0,-0.06847394441779275,chromosome-specific,0.38250849651408336,0.0,0.0,True,False,False
EGFR,chr7,0.033713676,0.18559048,0.3808632407083955,0.0,0.46040115573212725,0.0,-0.07953791502373175,chromosome-specific,0.3808632407083955,0.0,0.0,True,False,False
CD83,chr6,0.5579813,0.82661337,0.376908439449279,0.0,-0.25156317597783123,1.387185403805564e-141,0.6284716154271102,chromosome-specific,0.376908439449279,0.0,0.0,True,False,True
S100A9,chr1,1.3064013,1.3590946,0.3738081094646741,3e-323,-0.40019403384234714,0.0,0.7740021433070212,chromosome-specific,0.3738081094646741,3e-323,1.282e-320,True,False,True
VSIG1,chrX,0.026552804,0.17887114,0.37370833863770125,5e-323,0.37370833863770125,5e-323,0.0,global,0.37370833863770125,5e-323,2.0815e-320,True,False,False
ERRFI1,chr1,0.12228474,0.4550987,0.3687894303313427,5.04266779e-314,0.6464179154792793,0.0,-0.2776284851479366,chromosome-specific,0.3687894303313427,5.04266779e-314,2.0210028567613e-311,True,False,False
RAB13,chr1,0.6034657,0.7821067,0.3638158747613204,4.782286068683687e-305,-0.20925767006911367,1.3577352804650628e-97,0.573073544830434,chromosome-specific,0.3638158747613204,4.782286068683687e-305,1.8275005739676827e-302,True,False,True
SOD2,chr6,0.6999427,0.9973397,0.363536832346138,1.5086066584321683e-304,-0.12204117545755953,6.723269430153727e-34,0.48557800780369753,chromosome-specific,0.363536832346138,1.5086066584321683e-304,5.633960138944861e-302,True,False,True
TSPAN6,chrX,0.026487794,0.16918278,0.3608582572796726,8.763199422169186e-300,0.3608582572796726,8.763199422169186e-300,0.0,global,0.3608582572796726,8.763199422169186e-300,3.1999309534463126e-297,True,False,False
MAGED1,chrX,0.062598795,0.2671751,0.3606675500661149,1.9059325403584348e-299,0.3606675500661149,1.9059325403584348e-299,0.0,global,0.3606675500661149,1.9059325403584348e-299,6.808322500689087e-297,True,False,False
SMARCA1,chrX,0.020656835,0.14314388,0.358525908196143,1.1317322402559701e-295,0.358525908196143,1.1317322402559701e-295,0.0,global,0.358525908196143,1.1317322402559701e-295,3.956728547209809e-293,True,False,False
GZMB,chr14,0.635831,1.2261533,0.3559790987657317,3.1878897261296904e-291,0.11941646165330033,1.6139209511781075e-32,0.23656263711243136,chromosome-specific,0.3559790987657317,3.1878897261296904e-291,1.091320916245064e-288,True,False,True
STEAP1,chr7,0.018308375,0.13989769,0.35584153988154216,5.529429152390227e-291,0.3805174177429895,0.0,-0.02467587786144737,chromosome-specific,0.35584153988154216,5.529429152390227e-291,1.8542771394301266e-288,True,False,False
SFN,chr1,0.07679642,0.33308193,0.35203309171793495,2.076643586178576e-284,0.5971032011202181,0.0,-0.24507010940228313,chromosome-specific,0.35203309171793495,2.076643586178576e-284,6.690864197663992e-282,True,False,False
PCSK1N,chrX,0.024708457,0.17090169,0.3516068123931889,1.115884502873565e-283,0.3516068123931889,1.115884502873565e-283,0.0,global,0.3516068123931889,1.115884502873565e-283,3.526195029080465e-281,True,False,False
MAP7D2,chrX,0.009528892,0.0933693,0.35101784019426696,1.1342829454563254e-282,0.35101784019426696,1.1342829454563254e-282,0.0,global,0.35101784019426696,1.1342829454563254e-282,3.516705162214781e-280,True,False,False
C4BPB,chr1,0.057334844,0.28311756,0.3504240912979032,1.1689754765272274e-281,0.5678001760999442,0.0,-0.21737608480204096,chromosome-specific,0.3504240912979032,1.1689754765272274e-281,3.557149079684333e-279,True,False,False
RNF128,chrX,0.011672224,0.09876901,0.34717787315486964,3.6981862557158104e-276,0.34717787315486964,3.6981862557158104e-276,0.0,global,0.34717787315486964,3.6981862557158104e-276,1.1048835737076764e-273,True,False,False
CST6,chr11,0.12289916,0.44618943,0.3466398218677473,2.973933348106739e-275,0.522012000027215,0.0,-0.17537217815946776,chromosome-specific,0.3466398218677473,2.973933348106739e-275,8.726370138587488e-273,True,False,False
LAMB3,chr1,0.06367178,0.2940959,0.34298454804946066,3.772830137078145e-269,0.57877428164048,0.0,-0.2357897335910193,chromosome-specific,0.34298454804946066,3.772830137078145e-269,1.087634119516984e-266,True,False,False
SNX3,chr6,1.036627,0.9112997,0.3422350341378363,6.577155781384343e-268,-0.34169374134570324,5.157179920774637e-267,0.6839287754835395,chromosome-specific,0.3422350341378363,6.577155781384343e-268,1.8633762724087506e-265,True,False,True
CCL4L2,chr17,0.84855247,1.2947651,0.3356336855966861,4.016762808231214e-257,-0.04724647444344014,2.8172357115719907e-06,0.38288016004012626,chromosome-specific,0.3356336855966861,4.016762808231214e-257,1.1187024824551745e-254,True,False,True
GPC4,chrX,0.029161192,0.16431825,0.33549603898590286,6.698374985477635e-257,0.33549603898590286,6.698374985477635e-257,0.0,global,0.33549603898590286,6.698374985477635e-257,1.8344616293561417e-254,True,False,False
C1QA,chr1,1.7012552,1.7137944,0.3330753715675055,5.1655546225577704e-253,-0.5104845346521238,0.0,0.8435599062196293,chromosome-specific,0.3330753715675055,5.1655546225577704e-253,1.3914818616044144e-250,True,False,True
IER3,chr6,0.46263468,0.90669155,0.3329902829904191,7.065032288003582e-253,0.18468872165577713,4.527836224158011e-76,0.14830156133464198,chromosome-specific,0.3329902829904191,7.065032288003582e-253,1.8724614605883043e-250,True,False,True
GZMH,chr14,0.46461785,1.0141922,0.3311920948779597,5.1645792734533214e-250,0.11200089451396741,8.77529491909837e-29,0.21919120036399228,chromosome-specific,0.3311920948779597,5.1645792734533214e-250,1.347053438434682e-247,True,False,True
