gene,chromosome,mean_expr,std_expr,corr_cis,pval_cis,corr_trans,pval_trans,cis_minus_trans,cnv_source,corr_with_cnv,pval,pval_adj,dosage_sensitive,dosage_compensated,strong_cis_effect
HLA-DRB1,chr6,1.2978762,1.4615715,0.7407992660366465,0.0,-0.0028227652255412143,0.8009719633599635,0.7436220312621877,chromosome-specific,0.7407992660366465,0.0,0.0,True,False,True
HLA-DRB5,chr6,1.2267967,1.4249994,0.7384810246287281,0.0,0.002012307013821264,0.8573797887099485,0.7364687176149068,chromosome-specific,0.7384810246287281,0.0,0.0,True,False,True
HLA-DPA1,chr6,1.522521,1.508177,0.7257433625828117,0.0,-0.028673207601239,0.010430944250048792,0.7544165701840507,chromosome-specific,0.7257433625828117,0.0,0.0,True,False,True
HLA-DRA,chr6,2.1681192,1.8195748,0.7240259394705483,0.0,0.006265829033023409,0.5757663193420794,0.7177601104375249,chromosome-specific,0.7240259394705483,0.0,0.0,True,False,True
HLA-DPB1,chr6,1.6138492,1.4870725,0.718861905994763,0.0,-0.05472467397097444,1.0038212930527474e-06,0.7735865799657374,chromosome-specific,0.718861905994763,0.0,0.0,True,False,True
HLA-DQA1,chr6,0.77162,1.1263909,0.7149255939268866,0.0,-0.046865505403867046,2.818508154759401e-05,0.7617910993307536,chromosome-specific,0.7149255939268866,0.0,0.0,True,False,True
HLA-DQB1,chr6,0.9794759,1.2918204,0.6937987648267854,0.0,-0.022153439920890854,0.047853142276978504,0.7159522047476762,chromosome-specific,0.6937987648267854,0.0,0.0,True,False,True
HLA-DMA,chr6,0.7599051,1.0462499,0.6669483490352235,0.0,-0.02156446091223002,0.05409784935370012,0.6885128099474536,chromosome-specific,0.6669483490352235,0.0,0.0,True,False,True
AIF1,chr6,0.65076566,1.1335893,0.6244026197665931,0.0,-0.12340058683177034,1.9033688560268132e-28,0.7478032065983634,chromosome-specific,0.6244026197665931,0.0,0.0,True,False,True
LST1,chr6,0.61489594,1.0773544,0.5629391681974889,0.0,-0.14198415598517306,3.3409258991482586e-37,0.704923324182662,chromosome-specific,0.5629391681974889,0.0,0.0,True,False,True
