gene,chromosome,mean_expr,std_expr,corr_cis,pval_cis,corr_trans,pval_trans,cis_minus_trans,cnv_source,corr_with_cnv,pval,pval_adj,dosage_sensitive,dosage_compensated,strong_cis_effect
CLDN3,chr7,0.33463207,0.7899448,0.7551508415890248,0.0,0.8300357596153564,0.0,-0.07488491802633157,chromosome-specific,0.7551508415890248,0.0,0.0,True,False,False
HLA-DRB1,chr6,2.402732,1.6231109,0.7399852646888755,0.0,-0.3718732786074296,1.312846670275237e-271,1.111858543296305,chromosome-specific,0.7399852646888755,0.0,0.0,True,False,True
HLA-DPA1,chr6,1.9073632,1.5107393,0.7255441551838686,0.0,-0.4020073958170404,2.826e-321,1.127551551000909,chromosome-specific,0.7255441551838686,0.0,0.0,True,False,True
CLDN4,chr7,0.3654024,0.8021835,0.7232846339934104,0.0,0.7805807130513048,0.0,-0.05729607905789447,chromosome-specific,0.7232846339934104,0.0,0.0,True,False,False
HLA-DRA,chr6,2.5230134,1.7924867,0.7153147765904703,0.0,-0.38344925837868593,4.519204859176508e-290,1.098764034969156,chromosome-specific,0.7153147765904703,0.0,0.0,True,False,True
AGR2,chr7,0.4604491,0.97783905,0.7019945598007161,0.0,0.7799837868118511,0.0,-0.07798922701113498,chromosome-specific,0.7019945598007161,0.0,0.0,True,False,False
HLA-DQB1,chr6,1.3362204,1.3028497,0.6981467892204964,0.0,-0.278553616774262,2.4145280606234024e-148,0.9767004059947584,chromosome-specific,0.6981467892204964,0.0,0.0,True,False,True
HLA-DPB1,chr6,1.7621537,1.4874148,0.6974608690883443,0.0,-0.4312941619315693,0.0,1.1287550310199135,chromosome-specific,0.6974608690883443,0.0,0.0,True,False,True
HLA-DQA1,chr6,1.280642,1.4269097,0.6902505599763752,0.0,-0.3850289726340643,1.1932418327411611e-292,1.0752795326104394,chromosome-specific,0.6902505599763752,0.0,0.0,True,False,True
HLA-DMA,chr6,0.93214315,1.0295918,0.6554779532924692,0.0,-0.2922372016574238,9.52205525156274e-164,0.947715154949893,chromosome-specific,0.6554779532924692,0.0,0.0,True,False,True
TSPAN13,chr7,0.26885867,0.6495579,0.6430365356054308,0.0,0.6714076780243022,0.0,-0.028371142418871398,chromosome-specific,0.6430365356054308,0.0,0.0,True,False,False
MET,chr7,0.12900673,0.39290065,0.6400525353576907,0.0,0.6668635920238469,0.0,-0.02681105666615624,chromosome-specific,0.6400525353576907,0.0,0.0,True,False,False
C19orf33,chr19,0.30516914,0.7573853,0.6251733977930177,0.0,0.7158306947880716,0.0,-0.09065729699505387,chromosome-specific,0.6251733977930177,0.0,0.0,True,False,False
PCSK1N,chrX,0.15929306,0.5016304,0.6097135618770818,0.0,0.6097135618770818,0.0,0.0,global,0.6097135618770818,0.0,0.0,True,False,False
IGFBP3,chr7,0.20301123,0.6354359,0.6052680081139487,0.0,0.5389444419392949,0.0,0.06632356617465374,chromosome-specific,0.6052680081139487,0.0,0.0,True,False,True
AGR3,chr7,0.34667978,0.7936757,0.6037703263118522,0.0,0.706001453786567,0.0,-0.10223112747471474,chromosome-specific,0.6037703263118522,0.0,0.0,True,False,False
TSPAN6,chrX,0.111937165,0.34997332,0.5956180749008304,0.0,0.5956180749008304,0.0,0.0,global,0.5956180749008304,0.0,0.0,True,False,False
EGFR,chr7,0.103101864,0.33888885,0.5824652925085121,0.0,0.6355223327276985,0.0,-0.053057040219186447,chromosome-specific,0.5824652925085121,0.0,0.0,True,False,False
LSR,chr19,0.20884952,0.54285246,0.5725265844404738,0.0,0.6998586041018713,0.0,-0.1273320196613975,chromosome-specific,0.5725265844404738,0.0,0.0,True,False,False
GPC4,chrX,0.07513729,0.275393,0.5725225391500363,0.0,0.5725225391500363,0.0,0.0,global,0.5725225391500363,0.0,0.0,True,False,False
FSCN1,chr7,0.16209877,0.454879,0.558400225617165,0.0,0.5708201137724601,0.0,-0.012419888155295156,chromosome-specific,0.558400225617165,0.0,0.0,True,False,False
MACC1,chr7,0.1687208,0.42698222,0.5533692101663724,0.0,0.5493287296978077,0.0,0.0040404804685647555,chromosome-specific,0.5533692101663724,0.0,0.0,True,False,False
HMGB3,chrX,0.16709344,0.4641217,0.5483676250062811,0.0,0.5483676250062811,0.0,0.0,global,0.5483676250062811,0.0,0.0,True,False,False
CEACAM5,chr19,0.19087297,0.6233879,0.5456822114617994,0.0,0.6782317259859115,0.0,-0.13254951452411212,chromosome-specific,0.5456822114617994,0.0,0.0,True,False,False
STEAP4,chr7,0.116223246,0.381473,0.5402292119771296,0.0,0.5906827304575348,0.0,-0.050453518480405246,chromosome-specific,0.5402292119771296,0.0,0.0,True,False,False
CAPN12,chr19,0.13056335,0.43637395,0.5390419752364561,0.0,0.5271720894671401,0.0,0.011869885769316024,chromosome-specific,0.5390419752364561,0.0,0.0,True,False,False
SPINT2,chr19,0.84400964,1.0805581,0.5332420607241268,0.0,0.6420846314208819,0.0,-0.10884257069675507,chromosome-specific,0.5332420607241268,0.0,0.0,True,False,False
SUN1,chr7,0.18692009,0.46481475,0.5314202667624559,0.0,0.5840660975124928,0.0,-0.052645830750036926,chromosome-specific,0.5314202667624559,0.0,0.0,True,False,False
CRABP2,chr1,0.20560715,0.5751695,0.5212932243942787,0.0,0.7307949851342797,0.0,-0.20950176074000093,chromosome-specific,0.5212932243942787,0.0,0.0,True,False,False
AHR,chr7,0.31331468,0.60219514,0.519603573654863,0.0,0.5492926985059917,0.0,-0.029689124851128734,chromosome-specific,0.519603573654863,0.0,0.0,True,False,False
TRPM4,chr19,0.12539893,0.4255983,0.5177008224428139,0.0,0.523063908881361,0.0,-0.005363086438547104,chromosome-specific,0.5177008224428139,0.0,0.0,True,False,False
AIF1,chr6,0.9871789,1.270605,0.516285837106652,0.0,-0.3576097537377493,7.052509546873414e-250,0.8738955908444013,chromosome-specific,0.516285837106652,0.0,0.0,True,False,True
KDELR2,chr7,0.64716035,0.8119604,0.515396549549156,0.0,0.5167964902869759,0.0,-0.0013999407378199047,chromosome-specific,0.515396549549156,0.0,0.0,True,False,False
RPS16,chr19,3.6079404,0.71843636,0.5147912925798447,0.0,0.42968190556561275,0.0,0.08510938701423193,chromosome-specific,0.5147912925798447,0.0,0.0,True,False,True
ITGB8,chr7,0.12069781,0.35269704,0.5133578402782804,0.0,0.4807912335885716,0.0,0.03256660668970873,chromosome-specific,0.5133578402782804,0.0,0.0,True,False,False
BAIAP2L1,chr7,0.073634006,0.27167055,0.5078982599446548,0.0,0.510994343488601,0.0,-0.003096083543946193,chromosome-specific,0.5078982599446548,0.0,0.0,True,False,False
RAC1,chr7,1.6626444,1.1359847,0.5025151548523806,0.0,0.4641910880287323,0.0,0.038324066823648306,chromosome-specific,0.5025151548523806,0.0,0.0,True,False,False
MICALL2,chr7,0.08629725,0.29560134,0.49584603184903264,0.0,0.5226149007484493,0.0,-0.026768868899416653,chromosome-specific,0.49584603184903264,0.0,0.0,True,False,False
SEC61G,chr7,1.0170096,0.9353135,0.49562155369315325,0.0,0.49937742117834294,0.0,-0.00375586748518969,chromosome-specific,0.49562155369315325,0.0,0.0,True,False,False
LST1,chr6,0.85928696,1.1300842,0.492994900717165,0.0,-0.3683299406426792,4.1708462642542855e-266,0.8613248413598442,chromosome-specific,0.492994900717165,0.0,0.0,True,False,True
SERINC2,chr1,0.21300557,0.49045974,0.4863957726516935,0.0,0.6568612492269712,0.0,-0.17046547657527772,chromosome-specific,0.4863957726516935,0.0,0.0,True,False,False
TTYH3,chr7,0.17241935,0.43097627,0.48578665100419444,0.0,0.46321801648750505,0.0,0.02256863451668939,chromosome-specific,0.48578665100419444,0.0,0.0,True,False,False
CEACAM6,chr19,0.38714412,0.92952096,0.48278363866312735,0.0,0.7746368664093829,0.0,-0.29185322774625555,chromosome-specific,0.48278363866312735,0.0,0.0,True,False,False
CBX3,chr7,0.6433674,0.78397745,0.4787434125082524,0.0,0.4784464399906404,0.0,0.00029697251761201526,chromosome-specific,0.4787434125082524,0.0,0.0,True,False,False
S100A6,chr1,3.2781706,1.0595381,0.4762927544390353,0.0,0.38188952331715725,1.5375440829206612e-287,0.09440323112187804,chromosome-specific,0.4762927544390353,0.0,0.0,True,False,True
MUC1,chr1,0.35929525,0.79398227,0.4761954783616947,0.0,0.7446550768992666,0.0,-0.2684595985375719,chromosome-specific,0.4761954783616947,0.0,0.0,True,False,False
LSM5,chr7,0.5943212,0.7676078,0.4745013225039641,0.0,0.5006967601847804,0.0,-0.02619543768081628,chromosome-specific,0.4745013225039641,0.0,0.0,True,False,False
ZDHHC9,chrX,0.074629836,0.26152104,0.4694034221634043,0.0,0.4694034221634043,0.0,0.0,global,0.4694034221634043,0.0,0.0,True,False,False
HS6ST2,chrX,0.03852612,0.18564951,0.4678507596757822,0.0,0.4678507596757822,0.0,0.0,global,0.4678507596757822,0.0,0.0,True,False,False
S100A2,chr1,0.21348804,0.617817,0.4641644454132229,0.0,0.6090003496609965,0.0,-0.1448359042477736,chromosome-specific,0.4641644454132229,0.0,0.0,True,False,False
ZMIZ2,chr7,0.12275519,0.34804058,0.4636485142715566,0.0,0.4528896562967319,0.0,0.010758857974824731,chromosome-specific,0.4636485142715566,0.0,0.0,True,False,False
TACSTD2,chr1,0.373565,0.8017543,0.4602701429503207,0.0,0.7164199262678927,0.0,-0.25614978331757204,chromosome-specific,0.4602701429503207,0.0,0.0,True,False,False
FAM20C,chr7,0.12538184,0.36871558,0.45842186736166174,0.0,0.4499434912761904,0.0,0.008478376085471362,chromosome-specific,0.45842186736166174,0.0,0.0,True,False,False
SCRN1,chr7,0.0937839,0.3026561,0.45652362425268084,0.0,0.4753212122908949,0.0,-0.018797588038214075,chromosome-specific,0.45652362425268084,0.0,0.0,True,False,False
S100A11,chr1,2.5573955,1.2910377,0.45645835014488445,0.0,0.13991350726770904,1.067275902507859e-37,0.31654484287717544,chromosome-specific,0.45645835014488445,0.0,0.0,True,False,True
TMEM106B,chr7,0.15539072,0.39868042,0.45641231659709675,0.0,0.44645725989082524,0.0,0.009955056706271503,chromosome-specific,0.45641231659709675,0.0,0.0,True,False,False
MALSU1,chr7,0.27087286,0.52319473,0.45356729579347693,0.0,0.4736496724670175,0.0,-0.02008237667354057,chromosome-specific,0.45356729579347693,0.0,0.0,True,False,False
ITGA2,chr5,0.09719017,0.34990638,0.4524357860775536,0.0,0.5868355128722065,0.0,-0.1343997267946529,chromosome-specific,0.4524357860775536,0.0,0.0,True,False,False
EIF3B,chr7,0.22375043,0.47846437,0.4521559490354543,0.0,0.4584883320495311,0.0,-0.006332383014076792,chromosome-specific,0.4521559490354543,0.0,0.0,True,False,False
PTN,chr7,0.07870845,0.3298167,0.4515056587514092,0.0,0.519581323869583,0.0,-0.06807566511817381,chromosome-specific,0.4515056587514092,0.0,0.0,True,False,False
ELF3,chr1,0.37844172,0.8408798,0.45054270238591565,0.0,0.7402804813548912,0.0,-0.28973777896897557,chromosome-specific,0.45054270238591565,0.0,0.0,True,False,False
LDOC1,chrX,0.06893747,0.2635639,0.4501865759853923,0.0,0.4501865759853923,0.0,0.0,global,0.4501865759853923,0.0,0.0,True,False,False
ZNF117,chr7,0.060037475,0.24733713,0.4491780855309993,0.0,0.4101274631848252,0.0,0.039050622346174124,chromosome-specific,0.4491780855309993,0.0,0.0,True,False,False
ACTN4,chr19,0.5566968,0.79411244,0.44876431598215355,0.0,0.4677745880047894,0.0,-0.019010272022635832,chromosome-specific,0.44876431598215355,0.0,0.0,True,False,False
RAB25,chr1,0.16147655,0.44944882,0.4484812492230978,0.0,0.696491170593798,0.0,-0.24800992137070016,chromosome-specific,0.4484812492230978,0.0,0.0,True,False,False
GRB10,chr7,0.053557917,0.23714343,0.4473893264604113,0.0,0.4148699981518948,0.0,0.032519328308516504,chromosome-specific,0.4473893264604113,0.0,0.0,True,False,False
PLS3,chrX,0.12289545,0.3769184,0.4448644623744843,0.0,0.4448644623744843,0.0,0.0,global,0.4448644623744843,0.0,0.0,True,False,False
WFDC2,chr20,0.7378699,1.3198863,0.44482442261049554,0.0,0.8285412425022178,0.0,-0.3837168198917223,chromosome-specific,0.44482442261049554,0.0,0.0,True,False,False
PSMG3,chr7,0.24476537,0.5014621,0.4428711318681489,0.0,0.47363800973601206,0.0,-0.03076687786786314,chromosome-specific,0.4428711318681489,0.0,0.0,True,False,False
ATP1B1,chr1,0.43990844,0.69744974,0.4419131987988001,0.0,0.49957748567068605,0.0,-0.05766428687188596,chromosome-specific,0.4419131987988001,0.0,0.0,True,False,False
EPHB4,chr7,0.049197465,0.21601713,0.4416113632707838,0.0,0.40643611638010924,0.0,0.03517524689067458,chromosome-specific,0.4416113632707838,0.0,0.0,True,False,False
GGCT,chr7,0.258082,0.51204705,0.4397394589580041,0.0,0.4466065598567159,0.0,-0.0068671008987117865,chromosome-specific,0.4397394589580041,0.0,0.0,True,False,False
MTURN,chr7,0.07507421,0.26760226,0.43806988117145257,0.0,0.43909236538631446,0.0,-0.0010224842148618962,chromosome-specific,0.43806988117145257,0.0,0.0,True,False,False
PDZK1IP1,chr1,0.13767362,0.43952408,0.4363507489985846,0.0,0.6069979719940831,0.0,-0.1706472229954985,chromosome-specific,0.4363507489985846,0.0,0.0,True,False,False
ARPC1A,chr7,0.36840674,0.5985667,0.43592042962073807,0.0,0.400748934720133,4.28335e-319,0.03517149490060506,chromosome-specific,0.43592042962073807,0.0,0.0,True,False,False
HLA-B,chr6,3.4128487,0.9599034,0.43538180211741073,0.0,-0.43503652743921134,0.0,0.8704183295566221,chromosome-specific,0.43538180211741073,0.0,0.0,True,False,True
CXCL17,chr19,0.26117492,0.6741247,0.4340075003811408,0.0,0.6683388649668344,0.0,-0.2343313645856936,chromosome-specific,0.4340075003811408,0.0,0.0,True,False,False
TMEM184A,chr7,0.03165588,0.16973539,0.4327166357272604,0.0,0.411160985063173,0.0,0.021555650664087378,chromosome-specific,0.4327166357272604,0.0,0.0,True,False,False
S100A16,chr1,0.28598478,0.64558697,0.43179710295153767,0.0,0.6815575344210045,0.0,-0.24976043146946686,chromosome-specific,0.43179710295153767,0.0,0.0,True,False,False
CDCA7L,chr7,0.10082576,0.3236368,0.4280820025557707,0.0,0.44732277615615385,0.0,-0.01924077360038312,chromosome-specific,0.4280820025557707,0.0,0.0,True,False,False
S100A9,chr1,1.2223312,1.3868002,0.4278929992058679,0.0,0.1437767611889652,9.844699223691972e-40,0.28411623801690267,chromosome-specific,0.4278929992058679,0.0,0.0,True,False,True
CD83,chr6,0.68190455,0.9364036,0.42509102944142263,0.0,-0.2897739864458961,6.5439948869012335e-161,0.7148650158873187,chromosome-specific,0.42509102944142263,0.0,0.0,True,False,True
DUSP23,chr1,0.46760124,0.6832544,0.4244179755789587,0.0,0.43498232876961773,0.0,-0.010564353190659015,chromosome-specific,0.4244179755789587,0.0,0.0,True,False,False
YKT6,chr7,0.15800169,0.38897288,0.4239171971344238,0.0,0.3991348169281707,2.5939216e-316,0.024782380206253063,chromosome-specific,0.4239171971344238,0.0,0.0,True,False,False
HSPB1,chr7,1.1429267,1.0857148,0.42228272632386493,0.0,0.3976086442830645,1.07232327276e-313,0.024674082040800405,chromosome-specific,0.42228272632386493,0.0,0.0,True,False,False
PTGS2,chr1,0.26246476,0.6257762,0.41940305477999756,0.0,0.4987080889873069,0.0,-0.07930503420730933,chromosome-specific,0.41940305477999756,0.0,0.0,True,False,False
SFN,chr1,0.07604426,0.2876222,0.4154395372252199,0.0,0.5885315676817405,0.0,-0.1730920304565206,chromosome-specific,0.4154395372252199,0.0,0.0,True,False,False
S100A10,chr1,2.5076551,1.1710974,0.4150747851684266,0.0,0.16316139769541815,8.211817948316552e-51,0.25191338747300845,chromosome-specific,0.4150747851684266,0.0,0.0,True,False,True
MRPS12,chr19,0.37244177,0.6153574,0.4150503039565075,0.0,0.3821053942405237,6.874646841098013e-288,0.032944909715983794,chromosome-specific,0.4150503039565075,0.0,0.0,True,False,False
RPA3,chr7,0.47988835,0.71173775,0.41466841911921476,0.0,0.47536996180159596,0.0,-0.060701542682381204,chromosome-specific,0.41466841911921476,0.0,0.0,True,False,False
LY86,chr6,0.27163553,0.5614874,0.41357219958616764,0.0,-0.22792793412278628,1.1781335255120093e-98,0.6415001337089539,chromosome-specific,0.41357219958616764,0.0,0.0,True,False,True
PGRMC1,chrX,0.25669584,0.5049584,0.41338425748641133,0.0,0.41338425748641133,0.0,0.0,global,0.41338425748641133,0.0,0.0,True,False,False
PON2,chr7,0.1574924,0.40142316,0.4112549276699948,0.0,0.39626383801404846,2.110395199794e-311,0.01499108965594631,chromosome-specific,0.4112549276699948,0.0,0.0,True,False,False
MUC3A,chr7,0.025101488,0.1499238,0.4102008317004903,0.0,0.4100215438585823,0.0,0.00017928784190801572,chromosome-specific,0.4102008317004903,0.0,0.0,True,False,False
TMEM54,chr1,0.103679,0.3255305,0.4092836916983615,0.0,0.6007210021358367,0.0,-0.1914373104374752,chromosome-specific,0.4092836916983615,0.0,0.0,True,False,False
SRPX2,chrX,0.040840436,0.19266681,0.40830965146281006,0.0,0.40830965146281006,0.0,0.0,global,0.40830965146281006,0.0,0.0,True,False,False
CCT6A,chr7,0.43610123,0.6502393,0.40769748158648444,0.0,0.41877331416203,0.0,-0.011075832575545563,chromosome-specific,0.40769748158648444,0.0,0.0,True,False,False
DTX2,chr7,0.094626874,0.30048615,0.4069831349201037,0.0,0.37409381036968586,4.313091223455779e-275,0.03288932455041782,chromosome-specific,0.4069831349201037,0.0,0.0,True,False,False
MEST,chr7,0.052854575,0.22622068,0.4063366010508566,0.0,0.40707174995845424,0.0,-0.000735148907597627,chromosome-specific,0.4063366010508566,0.0,0.0,True,False,False
FBL,chr19,0.5563547,0.75278383,0.4049909496412569,0.0,0.40094874308101325,1.9334e-319,0.004042206560243677,chromosome-specific,0.4049909496412569,0.0,0.0,True,False,False
ABHD11,chr7,0.106875435,0.32836398,0.4049490780670825,0.0,0.40238068933056337,6.3e-322,0.002568388736519156,chromosome-specific,0.4049490780670825,0.0,0.0,True,False,False
SIPA1L3,chr19,0.058519498,0.2492621,0.40444444921030265,0.0,0.4040234697141141,0.0,0.0004209794961885227,chromosome-specific,0.40444444921030265,0.0,0.0,True,False,False
TNRC18,chr7,0.106458664,0.32981268,0.4042674927672593,0.0,0.41225163044828167,0.0,-0.007984137681022352,chromosome-specific,0.4042674927672593,0.0,0.0,True,False,False
TRIP6,chr7,0.20343596,0.4324754,0.4031220206966892,3e-323,0.3712454834604344,1.2534171374629858e-270,0.031876537236254776,chromosome-specific,0.4031220206966892,3e-323,4.7e-321,True,False,False
PHF14,chr7,0.343597,0.6035772,0.402539975489486,3.36e-322,0.41807457246633767,0.0,-0.015534596976851667,chromosome-specific,0.402539975489486,3.36e-322,5.277e-320,True,False,False
MUC16,chr19,0.032734156,0.18620044,0.4021454635788499,1.63e-321,0.3764259658160211,8.844385624802606e-279,0.02571949776282878,chromosome-specific,0.4021454635788499,1.63e-321,2.53747e-319,True,False,False
S100A13,chr1,0.59336257,0.81785923,0.40212234420815895,1.79e-321,0.4602255242858338,0.0,-0.05810318007767484,chromosome-specific,0.40212234420815895,1.79e-321,2.7582e-319,True,False,False
S100A14,chr1,0.16831823,0.48438635,0.4011283128796693,9.4544e-320,0.6247876022835128,0.0,-0.2236592894038435,chromosome-specific,0.4011283128796693,9.4544e-320,1.444911e-317,True,False,False
BZW2,chr7,0.15740211,0.39930403,0.39821107702742564,9.98164677e-315,0.40806950579765494,0.0,-0.0098584287702293,chromosome-specific,0.39821107702742564,9.98164677e-315,1.511862998296e-312,True,False,False
SAMD4B,chr19,0.2161533,0.48160276,0.39604043241164955,5.0632318267347e-311,0.4085331184317006,0.0,-0.012492686020051047,chromosome-specific,0.39604043241164955,5.0632318267347e-311,7.60112077068389e-309,True,False,False
FKBP9,chr7,0.09394317,0.29657337,0.39593953899541584,7.515784186816e-311,0.4031836205797361,3e-323,-0.007244081584320272,chromosome-specific,0.39593953899541584,7.515784186816e-311,1.1184014293433827e-308,True,False,False
HLA-C,chr6,3.279602,0.9585927,0.39548504972739107,4.4461943210735e-310,-0.3868046789229757,1.450280663924249e-295,0.7822897286503667,chromosome-specific,0.39548504972739107,4.4461943210735e-310,6.558716561973085e-308,True,False,True
FAM3C,chr7,0.25337502,0.51402885,0.3931829086207458,3.466429791334963e-306,0.35017264728056563,5.541081970708808e-239,0.043010261340180156,chromosome-specific,0.3931829086207458,3.466429791334963e-306,5.069354739672957e-304,True,False,False
ENAH,chr1,0.14815253,0.41292396,0.3899311919476822,9.646595403029606e-301,0.6437482259045513,0.0,-0.25381703395686905,chromosome-specific,0.3899311919476822,9.646595403029606e-301,1.3986738839059337e-298,True,False,False
POLR2I,chr19,0.49083555,0.72844315,0.3888904258746379,5.176156467643051e-299,0.5400680897412601,0.0,-0.15117766386662218,chromosome-specific,0.3888904258746379,5.176156467643051e-299,7.441382908228534e-297,True,False,False
COX6B1,chr19,1.5582777,0.967906,0.3884634338722072,2.641235103683419e-298,0.3749718984009135,1.7771665163312668e-276,0.013491535471293725,chromosome-specific,0.3884634338722072,2.641235103683419e-298,3.7652027141920603e-296,True,False,False
AKT2,chr19,0.15830716,0.41550508,0.38663992242290685,2.708343367135572e-295,0.38146515207487747,7.469210828534203e-287,0.005174770348029378,chromosome-specific,0.38663992242290685,2.708343367135572e-295,3.82869474000732e-293,True,False,False
PDIA4,chr7,0.3146704,0.55274963,0.3863257954759924,8.901098450391077e-295,0.3744229907408908,1.3063417602356287e-275,0.01190280473510158,chromosome-specific,0.3863257954759924,8.901098450391077e-295,1.247919290185407e-292,True,False,False
TREM1,chr6,0.45072514,0.75537187,0.3861014964832488,2.0800292505770733e-294,-0.19472436699790552,5.267386885024795e-72,0.5808258634811543,chromosome-specific,0.3861014964832488,2.0800292505770733e-294,2.8922636235073334e-292,True,False,True
CHCHD2,chr7,1.996015,0.89186835,0.3842908785301181,1.9194838652636825e-291,0.3782198579292004,1.2275425782888416e-281,0.0060710206009177425,chromosome-specific,0.3842908785301181,1.9194838652636825e-291,2.6473271780758625e-289,True,False,False
